sequence	filename
>NAME=TRNAArgACG&LOCI=[chr6:27182952-27183024:strand=+&chr6:27181623-27181695:strand=-&chr6:27638344-27638416:strand=-&chr3:45730491-45730563:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr3.tRNA11-ArgACG&GENOME=hg19	file662
>HGNC=20159&HUGO-Symbol=SNORD8&HUGO-Name=small_nucleolar_RNA,_C/D_box_8&LOCI=[chr14:21865442-21865570:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002916&GENOME=hg19	file925
>HGNC=32633&HUGO-Symbol=SNORA40&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_40&LOCI=[chr11:93468266-93468412:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002973&GENOME=hg19	file669
>HGNC=32763&HUGO-Symbol=SNORD100&HUGO-Name=small_nucleolar_RNA,_C/D_box_100&LOCI=[chr6:133137931-133138026:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002435&GENOME=hg19	file668
>HGNC=10099&HUGO-Symbol=SNORD102&HUGO-Name=small_nucleolar_RNA,_C/D_box_102&LOCI=[chr13:27829191-27829282:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002574&GENOME=hg19	file911
>HGNC=10186&HUGO-Symbol=SNORD46&HUGO-Name=small_nucleolar_RNA,_C/D_box_46&LOCI=[chr1:45242154-45242273:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_000024&GENOME=hg19	file408
>HGNC=32607&HUGO-Symbol=SNORA17&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_17&LOCI=[chr9:139621189-139621341:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002958&GENOME=hg19	file466
>NAME=TRNAGlnTTG&LOCI=[chr6:145503859-145503930:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA84-GlnTTG&GENOME=hg19	file465
>HGNC=31554&HUGO-Symbol=MIR183&HUGO-Name=microRNA_183&LOCI=[chr7:129414735-129414864:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029615&GENOME=hg19	file464
>HGNC=32639&HUGO-Symbol=SNORA46&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_46&LOCI=[chr16:58582393-58582547:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002978&GENOME=hg19	file463
>HGNC=41885&HUGO-Symbol=MIR4775&HUGO-Name=microRNA_4775&LOCI=[chr2:208619521-208619615:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039934&GENOME=hg19	file462
>NAME=TRNASerTGA&LOCI=[chr6:27513468-27513549:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA51-SerTGA&GENOME=hg19	file461
>HGNC=32622&HUGO-Symbol=SNORA32&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_32&LOCI=[chr11:93464135-93464275:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003032&GENOME=hg19	file460
>HGNC=31632&HUGO-Symbol=MIR320A&HUGO-Name=microRNA_320a&LOCI=[chr8:22102465-22102566:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029714&GENOME=hg19	file706
>HGNC=32716&HUGO-Symbol=SNORD18C&HUGO-Name=small_nucleolar_RNA,_C/D_box_18C&LOCI=[chr15:66793580-66793666:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002443&GENOME=hg19	file399
>HGNC=38224&HUGO-Symbol=MIR3202-1&HUGO-Name=microRNA_3202-1&LOCI=[chrX:153246538-153246638:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036174&GENOME=hg19	file704
>HGNC=41652&HUGO-Symbol=MIR3064&HUGO-Name=microRNA_3064&LOCI=[chr17:62496874-62496977:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039891&GENOME=hg19	file705
>HGNC=31543&HUGO-Symbol=MIR15A&HUGO-Name=microRNA_15a&LOCI=[chr13:50623245-50623347:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029485&GENOME=hg19	file702
>HGNC=41813&HUGO-Symbol=MIR4521&HUGO-Name=microRNA_4521&LOCI=[chr17:8090253-8090332:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039746&GENOME=hg19	file703
>HGNC=28008&HUGO-Symbol=MIR450A1&HUGO-Name=microRNA_450a-1&LOCI=[chrX:133674361-133674471:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029962&GENOME=hg19	file469
>HGNC=31778&HUGO-Symbol=MIR342&HUGO-Name=microRNA_342&LOCI=[chr14:100575982-100576100:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029888&GENOME=hg19	file398
>HGNC=31647&HUGO-Symbol=MIR95&HUGO-Name=microRNA_95&LOCI=[chr4:8007018-8007118:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029511&GENOME=hg19	file781
>NAME=TRNASerGCT&LOCI=[chr6:27265775-27265856:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA43-SerGCT&GENOME=hg19	file560
>HGNC=37071&HUGO-Symbol=MIR2110&HUGO-Name=microRNA_2110&LOCI=[chr10:115933854-115933948:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031747&GENOME=hg19	file711
>HGNC=32762&HUGO-Symbol=SNORD99&HUGO-Name=small_nucleolar_RNA,_C/D_box_99&LOCI=[chr1:28905245-28905344:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003077&GENOME=hg19	file999
>HGNC=38275&HUGO-Symbol=MIR3130-1&HUGO-Name=microRNA_3130-1&LOCI=[chr2:207647948-207648042:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036077&GENOME=hg19	file561
>NAME=TRNAArgCCT&LOCI=[chr1:149728271-149728341:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA88-ArgCCT&GENOME=hg19	file1019
>HGNC=31535&HUGO-Symbol=MIR148A&HUGO-Name=microRNA_148a&LOCI=[chr7:25989529-25989616:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029597&GENOME=hg19	file710
>HGNC=35372&HUGO-Symbol=MIR1307&HUGO-Name=microRNA_1307&LOCI=[chr10:105154000-105154168:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031707&GENOME=hg19	file993
>HGNC=31506&HUGO-Symbol=MIR125B1&HUGO-Name=microRNA_125b-1&LOCI=[chr11:121970455-121970562:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029671&GENOME=hg19	file992
>NAME=TRNAAlaTGC&LOCI=[chr6:28770577-28770647:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA107-AlaTGC&GENOME=hg19	file991
>HGNC=33558&HUGO-Symbol=SNORD119&HUGO-Name=small_nucleolar_RNA,_C/D_box_119&LOCI=[chr20:2443595-2443696:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003684&GENOME=hg19	file990
>HGNC=32624&HUGO-Symbol=SNORA34&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_34&LOCI=[chr12:49048155-49048323:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002968&GENOME=hg19&MERGED=[HGNC=35284]	file997
>NAME=TRNAAspGTC&LOCI=[chr5:141773988-141774059:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr5.tRNA22-AspGTC&GENOME=hg19	file996
>HGNC=32711&HUGO-Symbol=SNORD13&HUGO-Name=small_nucleolar_RNA,_C/D_box_13&LOCI=[chr8:33370982-33371106:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003041&GENOME=hg19	file995
>NAME=TRNALysTTT&LOCI=[chr19:41748142-41748214:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr19.tRNA9-LysTTT&GENOME=hg19	file567
>HGNC=31596&HUGO-Symbol=MIR218-2&HUGO-Name=microRNA_218-2&LOCI=[chr5:168195141-168195270:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029632&GENOME=hg19	file701
>HGNC=41694&HUGO-Symbol=MIR4769&HUGO-Name=microRNA_4769&LOCI=[chrX:47446818-47446914:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039926&GENOME=hg19	file1036
>NAME=TRNAValAAC&LOCI=[chr6:27618707-27618779:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA139-ValAAC&GENOME=hg19	file714
>HGNC=31882&HUGO-Symbol=MIR425&HUGO-Name=microRNA_425&LOCI=[chr3:49057571-49057677:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029948&GENOME=hg19	file966
>HGNC=41671&HUGO-Symbol=MIR378E&HUGO-Name=microRNA_378e&LOCI=[chr5:169455482-169455580:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039609&GENOME=hg19	file967
>HGNC=30356&HUGO-Symbol=SNORD38B&HUGO-Name=small_nucleolar_RNA,_C/D_box_38B&LOCI=[chr1:45244052-45244140:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_001457&GENOME=hg19	file964
>HGNC=32646&HUGO-Symbol=SNORA53&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_53&LOCI=[chr12:98993403-98993672:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003015&GENOME=hg19	file965
>HGNC=31615&HUGO-Symbol=MIR28&HUGO-Name=microRNA_28&LOCI=[chr3:188406559-188406664:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029502&GENOME=hg19	file849
>HGNC=38345&HUGO-Symbol=MIR3176&HUGO-Name=microRNA_3176&LOCI=[chr16:593267-593376:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036137&GENOME=hg19	file848
>HGNC=31514&HUGO-Symbol=MIR130A&HUGO-Name=microRNA_130a&LOCI=[chr11:57408661-57408769:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029673&GENOME=hg19	file960
>HGNC=38373&HUGO-Symbol=MIR3132&HUGO-Name=microRNA_3132&LOCI=[chr2:220413785-220413879:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036082&GENOME=hg19	file551
>NAME=TRNAArgCCT&LOCI=[chr7:139025446-139025518:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr7.tRNA3-ArgCCT&GENOME=hg19	file845
>HGNC=32791&HUGO-Symbol=MIR33B&HUGO-Name=microRNA_33b&LOCI=[chr17:17717140-17717255:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030361&GENOME=hg19	file844
>NAME=TRNACysGCA&LOCI=[chr3:131947944-131948015:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr3.tRNA7-CysGCA&GENOME=hg19	file847
>HGNC=32341&HUGO-Symbol=MIR484&HUGO-Name=microRNA_484&LOCI=[chr16:15737141-15737239:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030159&GENOME=hg19	file846
>NAME=TRNAThrTGT&LOCI=[chr14:21099319-21099391:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr14.tRNA20-ThrTGT&GENOME=hg19	file841
>HGNC=31777&HUGO-Symbol=MIR340&HUGO-Name=microRNA_340&LOCI=[chr5:179442293-179442407:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029885&GENOME=hg19	file840
>HGNC=10185&HUGO-Symbol=SNORD45B&HUGO-Name=small_nucleolar_RNA,_C/D_box_45B&LOCI=[chr1:76255152-76255242:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002748&GENOME=hg19	file843
>HGNC=41604&HUGO-Symbol=MIR4448&HUGO-Name=microRNA_4448&LOCI=[chr3:183604578-183604683:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039650&GENOME=hg19	file842
>HGNC=32563&HUGO-Symbol=SCARNA7&HUGO-Name=small_Cajal_body-specific_RNA_7&LOCI=[chr3:160232685-160233034:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003001&GENOME=hg19	file719
>HGNC=32727&HUGO-Symbol=SNORD66&HUGO-Name=small_nucleolar_RNA,_C/D_box_66&LOCI=[chr3:184043474-184043569:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003055&GENOME=hg19	file718
>HGNC=35320&HUGO-Symbol=MIR1255A&HUGO-Name=microRNA_1255a&LOCI=[chr4:102251449-102251581:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031656&GENOME=hg19	file866
>NAME=TRNAArgCCT&LOCI=[chr17:73030526-73030598:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr17.tRNA21-ArgCCT&GENOME=hg19	file1025
>HGNC=30354&HUGO-Symbol=SNORD14E&HUGO-Name=small_nucleolar_RNA,_C/D_box_14E&LOCI=[chr11:122928775-122928879:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_001455&&GENOME=hg19	file203
>HGNC=31504&HUGO-Symbol=MIR124-3&HUGO-Name=microRNA_124-3&LOCI=[chr20:61809842-61809948:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029670&GENOME=hg19	file202
>HGNC=35362&HUGO-Symbol=MIR1284&HUGO-Name=microRNA_1284&LOCI=[chr3:71591111-71591250:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031697&GENOME=hg19	file201
>HGNC=41661&HUGO-Symbol=MIR4741&HUGO-Name=microRNA_4741&LOCI=[chr18:20513302-20513411:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039895&GENOME=hg19	file200
>HGNC=35302&HUGO-Symbol=MIR1304&HUGO-Name=microRNA_1304&LOCI=[chr11:93466830-93466940:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031639&GENOME=hg19	file207
>HGNC=41777&HUGO-Symbol=MIR4664&HUGO-Name=microRNA_4664&LOCI=[chr8:144815243-144815333:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039810&GENOME=hg19	file206
>NAME=TRNAAlaAGC&LOCI=[chr6:28763741-28763812:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA108-AlaAGC&GENOME=hg19	file205
>HGNC=32743&HUGO-Symbol=SNORD84&HUGO-Name=small_nucleolar_RNA,_C/D_box_84&LOCI=[chr6:31508868-31508965:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003065&GENOME=hg19	file204
>HGNC=41870&HUGO-Symbol=MIR550A3&HUGO-Name=microRNA_550a-3&LOCI=[chr7:29720340-29720454:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039600&GENOME=hg19	file562
>HGNC=32642&HUGO-Symbol=SNORA49&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_49&LOCI=[chr12:132515759-132515915:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002979&GENOME=hg19	file563
>NAME=TRNACysGCA&LOCI=[chr7:149281816-149281887:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr7.tRNA10-CysGCA&GENOME=hg19	file209
>HGNC=35261&HUGO-Symbol=MIR1180&HUGO-Name=microRNA_1180&LOCI=[chr17:19247809-19247897:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031591&GENOME=hg19	file208
>NAME=TRNALysCTT&LOCI=[chr19:52425396-52425468:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr19.tRNA6-LysCTT&GENOME=hg19	file566
>NAME=TRNALeuCAA&LOCI=[chr1:161581736-161581819:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA66-LeuCAA&GENOME=hg19	file238
>NAME=TRNAGluTTC&LOCI=[chr6:163210014-163210082:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA85-GluTTC&GENOME=hg19	file564
>NAME=TRNAAlaAGC&LOCI=[chr6:28687481-28687552:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA68-AlaAGC&GENOME=hg19	file565
>HGNC=34265&HUGO-Symbol=RNU6-21&HUGO-Name=RNA,_U6_small_nuclear_21&LOCI=[chr16:62221434-62221560:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_028369&GENOME=hg19	file330
>HGNC=31788&HUGO-Symbol=MIR374A&HUGO-Name=microRNA_374a&LOCI=[chrX:73507111-73507202:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030785&GENOME=hg19	file368
>HGNC=32662&HUGO-Symbol=SNORA76&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_76&LOCI=[chr17:62223689-62223841:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002995&GENOME=hg19	file369
>HGNC=10144&HUGO-Symbol=SNORD21&HUGO-Name=small_nucleolar_RNA,_C/D_box_21&LOCI=[chr1:93302836-93302950:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_000006&GENOME=hg19	file915
>HGNC=31638&HUGO-Symbol=MIR7-1&HUGO-Name=microRNA_7-1&LOCI=[chr9:86584653-86584782:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029605&GENOME=hg19	file364
>NAME=TRNAValCAC&LOCI=[chr1:149684088-149684161:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA90-ValCAC&GENOME=hg19	file365
>NAME=TRNALeuTAA&LOCI=[chr6:144537684-144537766:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA83-LeuTAA&GENOME=hg19	file366
>NAME=TRNAGlyCCC&LOCI=[chr1:149680210-149680280:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA91-GlyCCC&GENOME=hg19	file367
>NAME=TRNAAsnATT&LOCI=[chr1_gl000192_random:468370-468443:strand=+&chr1:147719029-147719102:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr1_gl000192_random.tRNA1-AsnATT&GENOME=hg19	file360
>HGNC=35355&HUGO-Symbol=MIR548I4&HUGO-Name=microRNA_548i-4&LOCI=[chrX:83480750-83480846:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031690&GENOME=hg19	file361
>NAME=TRNAAlaCGC&LOCI=[chr6:26553731-26553802:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA10-AlaCGC&GENOME=hg19	file362
>NAME=TRNAProAGG&LOCI=[chr16:3210386-3210480:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr16.tRNA4-ProAGG&GENOME=hg19	file363
>HGNC=12654&HUGO-Symbol=VTRNA1-1&HUGO-Name=vault_RNA_1-1&LOCI=[chr5:140090851-140090968:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_026703&GENOME=hg19	file898
>NAME=TRNAAspGTC&LOCI=[chr9:77517990-77518061:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr9.tRNA6-AspGTC&GENOME=hg19	file1008
>HGNC=31880&HUGO-Symbol=MIR423&HUGO-Name=microRNA_423&LOCI=[chr17:28444087-28444200:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029945&GENOME=hg19	file899
>NAME=TRNATyrGTA&LOCI=[chr14:21125623-21125716:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr14.tRNA18-TyrGTA&GENOME=hg19	file739
>HGNC=34286&HUGO-Symbol=RNU6-42&HUGO-Name=RNA,_U6_small_nuclear_42&LOCI=[chr3:196511841-196511967:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_028373&GENOME=hg19	file40
>NAME=TRNACysGCA&LOCI=[chr7:149361915-149361986:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr7.tRNA14-CysGCA&GENOME=hg19	file41
>NAME=TRNASerAGA&LOCI=[chr6:27446591-27446672:strand=+&chr6:26327817-26327898:strand=+&chr8:96281885-96281966:strand=-&chr17:8129928-8130009:strand=-&chr6:27463593-27463674:strand=+&chr6:27470818-27470899:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA5-SerAGA&GENOME=hg19	file42
>NAME=TRNAArgACG&LOCI=[chr14:23398910-23398982:strand=+&chr6:26328368-26328440:strand=+&chr6:26537726-26537798:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA6-ArgACG&GENOME=hg19	file43
>HGNC=33189&HUGO-Symbol=SNORD3A&HUGO-Name=small_nucleolar_RNA,_C/D_box_3A&LOCI=[chr17:19091319-19091555:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_006880&GENOME=hg19	file44
>HGNC=38987&HUGO-Symbol=MIR3909&HUGO-Name=microRNA_3909&LOCI=[chr22:35731623-35731761:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_037471&GENOME=hg19	file45
>NAME=TRNAAsnGTT&LOCI=[chr1:17201958-17202031:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA6-AsnGTT&GENOME=hg19	file46
>HGNC=32742&HUGO-Symbol=SNORD117&HUGO-Name=small_nucleolar_RNA,_C/D_box_117&LOCI=[chr6:31504141-31504236:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003140&GENOME=hg19	file47
>HGNC=38302&HUGO-Symbol=MIR548V&HUGO-Name=microRNA_548v&LOCI=[chr8:17539077-17539176:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036103&GENOME=hg19	file48
>HGNC=35364&HUGO-Symbol=MIR1292&HUGO-Name=microRNA_1292&LOCI=[chr20:2633413-2633498:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031699&GENOME=hg19	file49
>HGNC=32601&HUGO-Symbol=SNORA13&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_13&LOCI=[chr5:111497172-111497324:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002922&GENOME=hg19	file230
>HGNC=38969&HUGO-Symbol=MIR3180-5&HUGO-Name=microRNA_3180-5&LOCI=[chr16:2185968-2186140:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_037467&GENOME=hg19	file768
>HGNC=41553&HUGO-Symbol=MIR4454&HUGO-Name=microRNA_4454&LOCI=[chr4:164014716-164014790:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039659&GENOME=hg19	file231
>HGNC=38217&HUGO-Symbol=MIR3129&HUGO-Name=microRNA_3129&LOCI=[chr2:189997752-189997847:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036076&GENOME=hg19	file769
>HGNC=35275&HUGO-Symbol=MIR548E&HUGO-Name=microRNA_548e&LOCI=[chr10:112748674-112748781:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031614&GENOME=hg19	file892
>HGNC=41691&HUGO-Symbol=MIR4676&HUGO-Name=microRNA_4676&LOCI=[chr10:74480777-74480868:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039823&GENOME=hg19	file893
>HGNC=38230&HUGO-Symbol=MIR320E&HUGO-Name=microRNA_320e&LOCI=[chr19:47212540-47212612:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036157&GENOME=hg19	file108
>NAME=TRNAAsnGTT&LOCI=[chr1:16847080-16847153:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA136-AsnGTT&GENOME=hg19	file109
>HGNC=32134&HUGO-Symbol=MIR500A&HUGO-Name=microRNA_500a&LOCI=[chrX:49773029-49773132:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030224&GENOME=hg19	file890
>HGNC=10201&HUGO-Symbol=SNORD51&HUGO-Name=small_nucleolar_RNA,_C/D_box_51&LOCI=[chr2:207026595-207026684:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002589&GENOME=hg19	file519
>HGNC=33643&HUGO-Symbol=MIR874&HUGO-Name=microRNA_874&LOCI=[chr5:136983251-136983348:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030588&GENOME=hg19	file518
>HGNC=32846&HUGO-Symbol=MIR590&HUGO-Name=microRNA_590&LOCI=[chr7:73605518-73605634:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030321&GENOME=hg19	file100
>HGNC=32731&HUGO-Symbol=SNORD70&HUGO-Name=small_nucleolar_RNA,_C/D_box_70&LOCI=[chr2:203141144-203141251:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003058&GENOME=hg19	file101
>HGNC=32581&HUGO-Symbol=SCARNA23&HUGO-Name=small_Cajal_body-specific_RNA_23&LOCI=[chrX:24762548-24762697:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003007&GENOME=hg19	file102
>HGNC=38366&HUGO-Symbol=MIR3197&HUGO-Name=microRNA_3197&LOCI=[chr21:42539474-42539566:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036167&GENOME=hg19	file103
>HGNC=31649&HUGO-Symbol=MIR98&HUGO-Name=microRNA_98&LOCI=[chrX:53583174-53583312:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029513&GENOME=hg19	file104
>NAME=TRNAGlyTCC&LOCI=[chr18:55345854-55345925:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr18.tRNA2-GlyTCC&GENOME=hg19	file105
>HGNC=32757&HUGO-Symbol=SNORD95&HUGO-Name=small_nucleolar_RNA,_C/D_box_95&LOCI=[chr5:180670304-180670386:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002591&GENOME=hg19	file106
>HGNC=38921&HUGO-Symbol=MIR548AA2&HUGO-Name=microRNA_548aa-2&LOCI=[chr17:65467595-65467711:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_037517&GENOME=hg19	file107
>HGNC=32628&HUGO-Symbol=SNORA36A&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_36A&LOCI=[chrX:153996793-153996944:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002969&GENOME=hg19	file298
>HGNC=31594&HUGO-Symbol=MIR217&HUGO-Name=microRNA_217&LOCI=[chr2:56210092-56210221:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029630&GENOME=hg19	file299
>HGNC=31635&HUGO-Symbol=MIR34A&HUGO-Name=microRNA_34a&LOCI=[chr1:9211717-9211846:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029610&GENOME=hg19	file835
>HGNC=31771&HUGO-Symbol=MIR330&HUGO-Name=microRNA_330&LOCI=[chr19:46142242-46142355:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029886&GENOME=hg19	file290
>HGNC=32623&HUGO-Symbol=SNORA33&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_33&LOCI=[chr6:133138348-133138500:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002436&GENOME=hg19	file291
>HGNC=31587&HUGO-Symbol=MIR210&HUGO-Name=microRNA_210&LOCI=[chr11:568079-568208:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029623&GENOME=hg19	file292
>NAME=TRNACysGCA&LOCI=[chr17:37017937-37018008:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr17.tRNA29-CysGCA&GENOME=hg19	file293
>NAME=TRNATyrGTA&LOCI=[chr6:26595102-26595190:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA17-TyrGTA&GENOME=hg19	file294
