sequence	filename
>NAME=TRNAThrCGT&LOCI=[chr6:28456770-28456843:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA125-ThrCGT&GENOME=hg19	file847
>HGNC=31770&HUGO-Symbol=MIR328&HUGO-Name=microRNA_328&LOCI=[chr16:67236214-67236308:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029887&GENOME=hg19	file846
>NAME=TRNALeuTAG&LOCI=[chr16:22207032-22207113:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr16.tRNA27-LeuTAG&GENOME=hg19	file841
>HGNC=32624&HUGO-Symbol=SNORA34&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_34&LOCI=[chr12:49048155-49048323:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002968&GENOME=hg19&MERGED=[HGNC=35284]	file840
>NAME=TRNAArgTCT&LOCI=[chr1:94313129-94313213:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA9-ArgTCT&GENOME=hg19	file843
>NAME=TRNAArgCCT&LOCI=[chr16:3202901-3202973:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr16.tRNA2-ArgCCT&GENOME=hg19	file842
>HGNC=33555&HUGO-Symbol=SNORD127&HUGO-Name=small_nucleolar_RNA,_C/D_box_127&LOCI=[chr14:45580076-45580181:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003691&GENOME=hg19	file719
>HGNC=10235&HUGO-Symbol=SNORD73A&HUGO-Name=small_nucleolar_RNA,_C/D_box_73A&LOCI=[chr4:152024969-152025053:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_000007&GENOME=hg19	file718
>HGNC=32663&HUGO-Symbol=SNORA77&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_77&LOCI=[chr1:203698699-203698843:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003019&GENOME=hg19	file866
>HGNC=41897&HUGO-Symbol=MIR4688&HUGO-Name=microRNA_4688&LOCI=[chr11:46397942-46398044:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039837&GENOME=hg19	file203
>NAME=TRNAValCAC&LOCI=[chr1:17186693-17186765:strand=+&chr1:16874160-16874232:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA3-ValCAC&GENOME=hg19	file202
>NAME=TRNATyrGTA&LOCI=[chr2:27273650-27273738:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr2.tRNA2-TyrGTA&GENOME=hg19	file201
>HGNC=41830&HUGO-Symbol=MIR4443&HUGO-Name=microRNA_4443&LOCI=[chr3:48238044-48238116:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039645&GENOME=hg19	file200
>NAME=TRNAValTAC&LOCI=[chrX:18693029-18693101:strand=-&chr11:59318102-59318174:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chrX.tRNA4-ValTAC&GENOME=hg19	file207
>NAME=TRNAAspGTC&LOCI=[chr12:98897281-98897352:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr12.tRNA5-AspGTC&GENOME=hg19	file206
>HGNC=38202&HUGO-Symbol=MIR3192&HUGO-Name=microRNA_3192&LOCI=[chr20:18451249-18451345:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036160&GENOME=hg19	file205
>NAME=TRNAAlaAGC&LOCI=[chr6:58164628-58164700:strand=-&chr6:26705606-26705678:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA22-AlaAGC&GENOME=hg19	file204
>HGNC=38374&HUGO-Symbol=MIR378C&HUGO-Name=microRNA_378c&LOCI=[chr10:132760841-132760941:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036180&GENOME=hg19	file562
>NAME=TRNAGlyCCC&LOCI=[chr1:17188416-17188486:strand=+&chr1:16872434-16872504:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA4-GlyCCC&GENOME=hg19	file563
>HGNC=32797&HUGO-Symbol=MIR548A2&HUGO-Name=microRNA_548a-2&LOCI=[chr6:135560288-135560404:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030317&GENOME=hg19	file209
>NAME=TRNASerAGA&LOCI=[chr6:27521192-27521273:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA145-SerAGA&GENOME=hg19	file208
>HGNC=31760&HUGO-Symbol=MIR135B&HUGO-Name=microRNA_135b&LOCI=[chr1:205417420-205417536:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029893&GENOME=hg19	file566
>HGNC=31871&HUGO-Symbol=MIR378&HUGO-Name=microRNA_378&LOCI=[chr5:149112378-149112463:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029870&GENOME=hg19	file238
>NAME=TRNAGluTTC&LOCI=[chr1:172157539-172157607:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA64-GluTTC&GENOME=hg19	file564
>HGNC=31646&HUGO-Symbol=MIR9-3&HUGO-Name=microRNA_9-3&LOCI=[chr15:89911238-89911347:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029692&GENOME=hg19	file565
>HGNC=35252&HUGO-Symbol=MIR1271&HUGO-Name=microRNA_1271&LOCI=[chr5:175794939-175795044:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031569&GENOME=hg19	file330
>NAME=TRNAProAGG&LOCI=[chr16:3202609-3202680:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr16.tRNA33-ProAGG&GENOME=hg19	file368
>HGNC=32025&HUGO-Symbol=MIR18B&HUGO-Name=microRNA_18b&LOCI=[chrX:133304061-133304151:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029949&GENOME=hg19	file369
>NAME=TRNAMetCAT&LOCI=[chr6:58168492-58168564:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA92-MetCAT&GENOME=hg19	file364
>HGNC=31644&HUGO-Symbol=MIR92A2&HUGO-Name=microRNA_92a-2&LOCI=[chrX:133303558-133303652:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029509&GENOME=hg19	file365
>NAME=TRNAHisGTG&LOCI=[chr1:149155828-149155899:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA106-HisGTG&GENOME=hg19	file366
>HGNC=32830&HUGO-Symbol=MIR574&HUGO-Name=microRNA_574&LOCI=[chr4:38869643-38869758:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030300&GENOME=hg19	file367
>NAME=TRNACysGCA&LOCI=[chr7:149295046-149295117:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr7.tRNA11-CysGCA&GENOME=hg19	file360
>HGNC=10148&HUGO-Symbol=SNORD26&HUGO-Name=small_nucleolar_RNA,_C/D_box_26&LOCI=[chr11:62622754-62622848:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002564&GENOME=hg19	file361
>HGNC=31486&HUGO-Symbol=MIRLET7I&HUGO-Name=microRNA_let-7i&LOCI=[chr12:62997456-62997559:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029661&GENOME=hg19	file362
>HGNC=33683&HUGO-Symbol=MIR940&HUGO-Name=microRNA_940&LOCI=[chr16:2321738-2321851:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030636&GENOME=hg19	file363
>HGNC=31629&HUGO-Symbol=MIR30E&HUGO-Name=microRNA_30e&LOCI=[chr1:41220017-41220128:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029846&GENOME=hg19	file739
>HGNC=32742&HUGO-Symbol=SNORD117&HUGO-Name=small_nucleolar_RNA,_C/D_box_117&LOCI=[chr6:31504141-31504236:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003140&GENOME=hg19	file40
>HGNC=38920&HUGO-Symbol=MIR3180-4&HUGO-Name=microRNA_3180-4&LOCI=[chr16:15248697-15248869:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_037466&GENOME=hg19	file41
>HGNC=33686&HUGO-Symbol=MIR941-3&HUGO-Name=microRNA_941-3&LOCI=[chr20:62551075-62551211:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030639&GENOME=hg19	file42
>HGNC=38186&HUGO-Symbol=MIR4286&HUGO-Name=microRNA_4286&LOCI=[chr8:10524478-10524590:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036248&GENOME=hg19	file43
>HGNC=33935&HUGO-Symbol=MIR513B&HUGO-Name=microRNA_513b&LOCI=[chrX:146280552-146280655:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031708&GENOME=hg19	file44
>HGNC=32087&HUGO-Symbol=MIR193B&HUGO-Name=microRNA_193b&LOCI=[chr16:14397814-14397916:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030177&GENOME=hg19	file45
>HGNC=31627&HUGO-Symbol=MIR30C2&HUGO-Name=microRNA_30c-2&LOCI=[chr6:72086653-72086744:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029598&GENOME=hg19	file46
>NAME=TRNAAlaAGC&LOCI=[chr6:28831462-28831533:strand=-&chr6:28806221-28806292:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA101-AlaAGC&GENOME=hg19	file47
>HGNC=35388&HUGO-Symbol=MIR320D2&HUGO-Name=microRNA_320d-2&LOCI=[chrX:140008327-140008394:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031725&GENOME=hg19	file48
>NAME=TRNAHisGTG&LOCI=[chr9:14433938-14434009:strand=-&chr1:145396881-145396952:strand=-&chr1:146544773-146544844:strand=+&chr15:45492611-45492682:strand=-&chr1:147774845-147774916:strand=-&chr15:45493349-45493420:strand=+&chr6:27125906-27125977:strand=+&chr15:45490804-45490875:strand=-&chr1:147753471-147753542:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr15.tRNA1-HisGTG&GENOME=hg19	file49
>HGNC=19380&HUGO-Symbol=RNU12&HUGO-Name=RNA,_U12_small_nuclear&LOCI=[chr22:43011240-43011409:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029422&GENOME=hg19	file230
>HGNC=33667&HUGO-Symbol=MIR301B&HUGO-Name=microRNA_301b&LOCI=[chr22:22007260-22007357:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030622&GENOME=hg19	file768
>HGNC=31500&HUGO-Symbol=MIR1-2&HUGO-Name=microRNA_1-2&LOCI=[chr18:19408955-19409059:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029662&GENOME=hg19	file231
>HGNC=31588&HUGO-Symbol=MIR211&HUGO-Name=microRNA_211&LOCI=[chr15:31357225-31357354:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029624&GENOME=hg19	file769
>HGNC=32655&HUGO-Symbol=SNORA61&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_61&LOCI=[chr1:28906266-28906415:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002987&GENOME=hg19	file108
>NAME=TRNAPheGAA&LOCI=[chr6:27632545-27632620:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA56-PheGAA&GENOME=hg19	file109
>HGNC=10244&HUGO-Symbol=RNY4&HUGO-Name=RNA,_Ro-associated_Y4&LOCI=[chr7:148660397-148660509:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_004393&GENOME=hg19	file890
>NAME=TRNAGlyGCC&LOCI=[chr21:18827107-18827177:strand=-&chr1:161420467-161420537:strand=+&chr1:161413094-161413164:strand=+&chr1:161427898-161427968:strand=+&chr1:161435258-161435328:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr21.tRNA2-GlyGCC&GENOME=hg19	file519
>NAME=TRNAArgCCG&LOCI=[chr17:66016013-66016085:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr17.tRNA23-ArgCCG&GENOME=hg19	file518
>HGNC=32798&HUGO-Symbol=MIR548A3&HUGO-Name=microRNA_548a-3&LOCI=[chr8:105496587-105496703:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030330&GENOME=hg19	file100
>NAME=TRNAAlaAGC&LOCI=[chr6:28779849-28779920:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA105-AlaAGC&GENOME=hg19	file101
>HGNC=31639&HUGO-Symbol=MIR7-2&HUGO-Name=microRNA_7-2&LOCI=[chr15:89155046-89155175:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029606&GENOME=hg19	file102
>HGNC=32840&HUGO-Symbol=MIR584&HUGO-Name=microRNA_584&LOCI=[chr5:148441866-148441982:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030310&GENOME=hg19	file103
>NAME=TRNAAlaAGC&LOCI=[chr6:26751918-26751990:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA25-AlaAGC&GENOME=hg19	file104
>NAME=TRNALysCTT&LOCI=[chr1:165566150-165566222:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA51-LysCTT&GENOME=hg19	file105
>HGNC=32667&HUGO-Symbol=SNORA81&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_81&LOCI=[chr3:186504451-186504651:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002989&GENOME=hg19&MERGED=[HGNC=35314]	file106
>HGNC=31480&HUGO-Symbol=MIRLET7C&HUGO-Name=microRNA_let-7c&LOCI=[chr21:17912138-17912241:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029480&GENOME=hg19	file107
>HGNC=10119&HUGO-Symbol=SNORA74A&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_74A&LOCI=[chr5:138614459-138614678:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002915&GENOME=hg19	file298
>HGNC=31617&HUGO-Symbol=MIR296&HUGO-Name=microRNA_296&LOCI=[chr20:57392660-57392759:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029844&GENOME=hg19	file299
>HGNC=31506&HUGO-Symbol=MIR125B1&HUGO-Name=microRNA_125b-1&LOCI=[chr11:121970455-121970562:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029671&GENOME=hg19	file835
>NAME=TRNALeuTAG&LOCI=[chr14:21145178-21145259:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr14.tRNA15-LeuTAG&GENOME=hg19	file290
>NAME=TRNAThrCGT&LOCI=[chr6:28615984-28616057:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA121-ThrCGT&GENOME=hg19	file291
>HGNC=31611&HUGO-Symbol=MIR26A2&HUGO-Name=microRNA_26a-2&LOCI=[chr12:58218382-58218485:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029847&GENOME=hg19	file292
>HGNC=37054&HUGO-Symbol=VTRNA2-1&HUGO-Name=vault_RNA_2-1&LOCI=[chr5:135416167-135416307:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030583&GENOME=hg19	file293
>HGNC=10184&HUGO-Symbol=SNORD45A&HUGO-Name=small_nucleolar_RNA,_C/D_box_45A&LOCI=[chr1:76253564-76253667:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002749&GENOME=hg19	file294
>HGNC=41620&HUGO-Symbol=MIR378I&HUGO-Name=microRNA_378i&LOCI=[chr22:42319216-42319311:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039760&GENOME=hg19	file295
>HGNC=31608&HUGO-Symbol=MIR24-2&HUGO-Name=microRNA_24-2&LOCI=[chr19:13947091-13947183:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029497&GENOME=hg19	file296
>HGNC=41576&HUGO-Symbol=MIR4706&HUGO-Name=microRNA_4706&LOCI=[chr14:65511396-65511497:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039855&GENOME=hg19	file297
>NAME=TRNALeuAAG&LOCI=[chr20:48952342-48952423:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr20.tRNA6-LeuAAG&GENOME=hg19	file193
>NAME=TRNALeuCAA&LOCI=[chr1:161581736-161581819:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA66-LeuCAA&GENOME=hg19	file192
>HGNC=31491&HUGO-Symbol=MIR103A2&HUGO-Name=microRNA_103a-2&LOCI=[chr20:3898131-3898228:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029519&GENOME=hg19	file191
>NAME=TRNAArgTCT&LOCI=[chr6:27529963-27530049:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA52-ArgTCT&GENOME=hg19	file190
>HGNC=33685&HUGO-Symbol=MIR941-2&HUGO-Name=microRNA_941-2&LOCI=[chr20:62551187-62551323:strand=+&chr20:62551075-62551211:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030638&GENOME=hg19&MERGED=[HGNC=33687]	file197
>HGNC=32146&HUGO-Symbol=MIR509-1&HUGO-Name=microRNA_509-1&LOCI=[chrX:146342040-146342153:strand=-&chrX:146340268-146340378:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030236&GENOME=hg19&MERGED=[HGNC=33641]	file196
>NAME=TRNAAlaAGC&LOCI=[chr6:58142589-58142661:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA94-AlaAGC&GENOME=hg19	file195
>NAME=TRNAGlyCCC&LOCI=[chr1:149680210-149680280:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA91-GlyCCC&GENOME=hg19	file194
>HGNC=31645&HUGO-Symbol=MIR93&HUGO-Name=microRNA_93&LOCI=[chr7:99691381-99691480:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029510&GENOME=hg19	file199
>NAME=TRNAAspGTC&LOCI=[chr1:161501915-161501986:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA46-AspGTC&GENOME=hg19	file198
>HGNC=35372&HUGO-Symbol=MIR1307&HUGO-Name=microRNA_1307&LOCI=[chr10:105154000-105154168:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031707&GENOME=hg19	file836
>HGNC=31551&HUGO-Symbol=MIR181B2&HUGO-Name=microRNA_181b-2&LOCI=[chr9:127455979-127456087:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029782&GENOME=hg19	file1
>HGNC=32148&HUGO-Symbol=MIR514-1&HUGO-Name=microRNA_514-1&LOCI=[chrX:146360755-146360872:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030238&GENOME=hg19	file742
>NAME=TRNAMetCAT&LOCI=[chr8:124169470-124169542:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr8.tRNA10-MetCAT&GENOME=hg19	file743
>NAME=TRNALysCTT&LOCI=[chr15:76674765-76674838:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr15.tRNA6-LysCTT&GENOME=hg19	file740
>HGNC=32570&HUGO-Symbol=SCARNA13&HUGO-Name=small_Cajal_body-specific_RNA_13&LOCI=[chr14:95999682-95999976:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003002&GENOME=hg19	file741
>HGNC=31499&HUGO-Symbol=MIR1-1&HUGO-Name=microRNA_1-1&LOCI=[chr20:61151503-61151593:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029780&GENOME=hg19	file746
>NAME=TRNAAsnGTT&LOCI=[chr1:149230570-149230643:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA103-AsnGTT&GENOME=hg19	file747
>NAME=TRNAUndet???&LOCI=[chr1:161390661-161390733:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA33-Undet???&GENOME=hg19	file744
>HGNC=31762&HUGO-Symbol=MIR151&HUGO-Name=microRNA_151&LOCI=[chr8:141742653-141742762:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029892&GENOME=hg19	file745
>NAME=TRNAValTAC&LOCI=[chr10:5895674-5895746:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr10.tRNA6-ValTAC&GENOME=hg19	file748
>NAME=TRNAGlnTTG&LOCI=[chr17:19506587-19506658:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr17.tRNA33-GlnTTG&GENOME=hg19	file749
>HGNC=32149&HUGO-Symbol=MIR514-2&HUGO-Name=microRNA_514-2&LOCI=[chrX:146366149-146366256:strand=-&chrX:146363451-146363558:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030240&GENOME=hg19&MERGED=[HGNC=32150]	file584
>NAME=TRNAPheGAA&LOCI=[chr6:28731374-28731447:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA112-PheGAA&GENOME=hg19	file585
>HGNC=10100&HUGO-Symbol=SNORD79&HUGO-Name=small_nucleolar_RNA,_C/D_box_79&LOCI=[chr1:173834476-173834580:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003939&GENOME=hg19	file429
>HGNC=32738&HUGO-Symbol=SNORD78&HUGO-Name=small_nucleolar_RNA,_C/D_box_78&LOCI=[chr1:173834750-173834834:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003944&GENOME=hg19	file428
>HGNC=31790&HUGO-Symbol=MIR196B&HUGO-Name=microRNA_196b&LOCI=[chr7:27209089-27209192:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029911&GENOME=hg19	file580
>HGNC=10149&HUGO-Symbol=SNORD27&HUGO-Name=small_nucleolar_RNA,_C/D_box_27&LOCI=[chr11:62622474-62622565:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002563&GENOME=hg19	file581
>NAME=TRNAIleTAT&LOCI=[chr19:39902808-39902900:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr19.tRNA10-IleTAT&GENOME=hg19	file582
>HGNC=32838&HUGO-Symbol=MIR582&HUGO-Name=microRNA_582&LOCI=[chr5:58999422-58999539:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030308&GENOME=hg19	file583
>NAME=TRNAUndet???&LOCI=[chr1:7990339-7990408:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA137-Undet???&GENOME=hg19	file423
>HGNC=32574&HUGO-Symbol=SCARNA17&HUGO-Name=small_Cajal_body-specific_RNA_17&LOCI=[chr18:47340383-47340823:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003003&GENOME=hg19	file422
>HGNC=31613&HUGO-Symbol=MIR27A&HUGO-Name=microRNA_27a&LOCI=[chr19:13947244-13947341:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029501&GENOME=hg19	file421
>HGNC=31651&HUGO-Symbol=MIR99B&HUGO-Name=microRNA_99b&LOCI=[chr19:52195855-52195944:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029843&GENOME=hg19	file420
>HGNC=33138&HUGO-Symbol=MIR769&HUGO-Name=microRNA_769&LOCI=[chr19:46522180-46522317:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030412&GENOME=hg19	file427
>NAME=TRNAValAAC&LOCI=[chr6:28703206-28703277:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA115-ValAAC&GENOME=hg19	file426
>NAME=TRNAGluTTC&LOCI=[chr1:147781030-147781101:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA110-GluTTC&GENOME=hg19	file425
>HGNC=31567&HUGO-Symbol=MIR196A1&HUGO-Name=microRNA_196a-1&LOCI=[chr17:46709842-46709931:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029582&GENOME=hg19	file424
>HGNC=31637&HUGO-Symbol=MIR34C&HUGO-Name=microRNA_34c&LOCI=[chr11:111384154-111384250:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029840&GENOME=hg19	file9
>HGNC=41713&HUGO-Symbol=MIR4435-1&HUGO-Name=microRNA_4435-1&LOCI=[chr2:112078580-112078673:strand=-&chr2:87929264-87929363:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039634&GENOME=hg19&MERGED=[HGNC=41837]	file8
>NAME=TRNAThrAGT&LOCI=[chr6:27652474-27652547:strand=-&chr6:26533145-26533218:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA135-ThrAGT&GENOME=hg19	file737
>HGNC=31574&HUGO-Symbol=MIR19A&HUGO-Name=microRNA_19a&LOCI=[chr13:92003135-92003236:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029489&GENOME=hg19	file736
>NAME=TRNASerGCT&LOCI=[chr6:27065085-27065166:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA31-SerGCT&GENOME=hg19	file735
>HGNC=32613&HUGO-Symbol=SNORA23&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_23&LOCI=[chr11:9450303-9450511:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002962&GENOME=hg19	file734
>HGNC=41868&HUGO-Symbol=MIR4745&HUGO-Name=microRNA_4745&LOCI=[chr19:804922-805033:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039900&GENOME=hg19	file733
>HGNC=31508&HUGO-Symbol=MIR126&HUGO-Name=microRNA_126&LOCI=[chr9:139565044-139565148:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029695&GENOME=hg19	file732
>HGNC=31761&HUGO-Symbol=MIR148B&HUGO-Name=microRNA_148b&LOCI=[chr12:54730990-54731108:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029894&GENOME=hg19	file638
>NAME=TRNAGlnTTG&LOCI=[chr6:28557156-28557227:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA64-GlnTTG&GENOME=hg19	file639
>HGNC=10220&HUGO-Symbol=SNORD63&HUGO-Name=small_nucleolar_RNA,_C/D_box_63&LOCI=[chr5:137896722-137896809:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002913&GENOME=hg19	file636
>HGNC=31610&HUGO-Symbol=MIR26A1&HUGO-Name=microRNA_26a-1&LOCI=[chr3:38010885-38010981:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029499&GENOME=hg19	file637
>NAME=TRNALysTTT&LOCI=[chr16:73512216-73512288:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr16.tRNA23-LysTTT&GENOME=hg19	file634
>NAME=TRNATyrGTA&LOCI=[chr14:21125623-21125716:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr14.tRNA18-TyrGTA&GENOME=hg19	file635
>HGNC=32756&HUGO-Symbol=SNORD94&HUGO-Name=small_nucleolar_RNA,_C/D_box_94&LOCI=[chr2:86362983-86363139:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_004378&GENOME=hg19	file632
>HGNC=31636&HUGO-Symbol=MIR34B&HUGO-Name=microRNA_34b&LOCI=[chr11:111383653-111383756:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029839&GENOME=hg19	file633
