sequence	filename
>NAME=TRNALeuTAG&LOCI=[chr17:8023632-8023713:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr17.tRNA42-LeuTAG&GENOME=hg19	file101
>NAME=TRNALysCTT&LOCI=[chr15:79152904-79152976:strand=+&chr14:58706613-58706685:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr15.tRNA2-LysCTT&GENOME=hg19	file102
>NAME=TRNAAspGTC&LOCI=[chr1:161410615-161410686:strand=-&chr6:27447453-27447524:strand=+&chr1:161432824-161432895:strand=-&chr1:161440205-161440276:strand=-&chr1:161418033-161418104:strand=-&chr1:161425414-161425485:strand=-&chr6:27471523-27471594:strand=+&chr12:125424193-125424264:strand=-&chr17:8125556-8125627:strand=-&chr12:125411891-125411962:strand=-&chr12:96429799-96429870:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr12.tRNA4-AspGTC&GENOME=hg19	file103
>NAME=TRNAProTGG&LOCI=[chr14:21101165-21101236:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr14.tRNA3-ProTGG&GENOME=hg19	file104
>HGNC=32141&HUGO-Symbol=MIR513A1&HUGO-Name=microRNA_513a-1&LOCI=[chrX:146294971-146295119:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030231&GENOME=hg19	file105
>HGNC=31509&HUGO-Symbol=MIR127&HUGO-Name=microRNA_127&LOCI=[chr14:101349306-101349422:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029696&GENOME=hg19	file106
>HGNC=31533&HUGO-Symbol=MIR146A&HUGO-Name=microRNA_146a&LOCI=[chr5:159912349-159912467:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029701&GENOME=hg19	file107
>HGNC=33068&HUGO-Symbol=SNORD116-2&HUGO-Name=small_nucleolar_RNA,_C/D_box_116-2&LOCI=[chr15:25299346-25299462:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003317&GENOME=hg19	file298
>NAME=TRNAValAAC&LOCI=[chr6:27648885-27648957:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA136-ValAAC&GENOME=hg19	file299
>HGNC=31567&HUGO-Symbol=MIR196A1&HUGO-Name=microRNA_196a-1&LOCI=[chr17:46709842-46709931:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029582&GENOME=hg19	file290
>NAME=TRNAValAAC&LOCI=[chr6:28703206-28703277:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA115-ValAAC&GENOME=hg19	file291
>HGNC=32738&HUGO-Symbol=SNORD78&HUGO-Name=small_nucleolar_RNA,_C/D_box_78&LOCI=[chr1:173834750-173834834:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003944&GENOME=hg19	file292
>HGNC=31630&HUGO-Symbol=MIR31&HUGO-Name=microRNA_31&LOCI=[chr9:21512104-21512194:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029505&GENOME=hg19	file293
>HGNC=31549&HUGO-Symbol=MIR181A2&HUGO-Name=microRNA_181a-2&LOCI=[chr9:127454711-127454840:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029611&GENOME=hg19	file294
>NAME=TRNAIleAAT&LOCI=[chr6:27655967-27656040:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA59-IleAAT&GENOME=hg19	file295
>NAME=TRNALysCTT&LOCI=[chr16:3241501-3241573:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr16.tRNA10-LysCTT&GENOME=hg19	file296
>HGNC=32764&HUGO-Symbol=SNORD101&HUGO-Name=small_nucleolar_RNA,_C/D_box_101&LOCI=[chr6:133136436-133136528:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002434&GENOME=hg19	file297
>HGNC=31605&HUGO-Symbol=MIR23A&HUGO-Name=microRNA_23a&LOCI=[chr19:13947391-13947483:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029495&GENOME=hg19	file193
>HGNC=31556&HUGO-Symbol=MIR185&HUGO-Name=microRNA_185&LOCI=[chr22:20020652-20020753:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029706&GENOME=hg19	file192
>HGNC=31619&HUGO-Symbol=MIR29B1&HUGO-Name=microRNA_29b-1&LOCI=[chr7:130562208-130562308:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029517&GENOME=hg19	file191
>HGNC=31875&HUGO-Symbol=MIR382&HUGO-Name=microRNA_382&LOCI=[chr14:101520633-101520728:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029874&GENOME=hg19	file190
>NAME=TRNAThrCGT&LOCI=[chr6:28615984-28616057:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA121-ThrCGT&GENOME=hg19	file197
>HGNC=32023&HUGO-Symbol=MIR363&HUGO-Name=microRNA_363&LOCI=[chrX:133303398-133303492:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029852&GENOME=hg19	file196
>HGNC=31572&HUGO-Symbol=MIR199A2&HUGO-Name=microRNA_199a-2&LOCI=[chr1:172113665-172113794:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029618&GENOME=hg19	file195
>NAME=TRNAGluCTC&LOCI=[chr6:28949976-28950047:strand=+&chr1:161417018-161417089:strand=-&chr1:161439189-161439260:strand=-&chr1:145399233-145399304:strand=-&chr1:161424398-161424469:strand=-&chr6:126101393-126101464:strand=-&chr1:161431809-161431880:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA71-GluCTC&GENOME=hg19	file194
>HGNC=37054&HUGO-Symbol=VTRNA2-1&HUGO-Name=vault_RNA_2-1&LOCI=[chr5:135416167-135416307:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030583&GENOME=hg19	file199
>HGNC=31611&HUGO-Symbol=MIR26A2&HUGO-Name=microRNA_26a-2&LOCI=[chr12:58218382-58218485:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029847&GENOME=hg19	file198
>HGNC=31551&HUGO-Symbol=MIR181B2&HUGO-Name=microRNA_181b-2&LOCI=[chr9:127455979-127456087:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029782&GENOME=hg19	file1
>NAME=TRNASeCTCA&LOCI=[chr17:38273553-38273626:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr17.tRNA25-SeCTCA&GENOME=hg19	file584
>NAME=TRNAAsnGTT&LOCI=[chr1:17216172-17216245:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA7-AsnGTT&GENOME=hg19	file585
>HGNC=31561&HUGO-Symbol=MIR191&HUGO-Name=microRNA_191&LOCI=[chr3:49058041-49058152:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029690&GENOME=hg19	file429
>HGNC=32727&HUGO-Symbol=SNORD66&HUGO-Name=small_nucleolar_RNA,_C/D_box_66&LOCI=[chr3:184043474-184043569:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003055&GENOME=hg19	file428
>NAME=TRNALeuTAG&LOCI=[chr16:22207032-22207113:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr16.tRNA27-LeuTAG&GENOME=hg19	file580
>NAME=TRNAAspGTC&LOCI=[chr5:141773988-141774059:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr5.tRNA22-AspGTC&GENOME=hg19	file581
>NAME=TRNAArgTCT&LOCI=[chr1:94313129-94313213:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA9-ArgTCT&GENOME=hg19	file582
>NAME=TRNAAspGTC&LOCI=[chr1:161492935-161493006:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA44-AspGTC&GENOME=hg19	file583
>HGNC=38983&HUGO-Symbol=MIR3662&HUGO-Name=microRNA_3662&LOCI=[chr6:135300466-135300580:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_037435&GENOME=hg19	file423
>HGNC=31535&HUGO-Symbol=MIR148A&HUGO-Name=microRNA_148a&LOCI=[chr7:25989529-25989616:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029597&GENOME=hg19	file422
>NAME=TRNALeuAAG&LOCI=[chr5:180524474-180524555:strand=-&chr5:180528840-180528921:strand=+&chr5:180601044-180601125:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr5.tRNA3-LeuAAG&GENOME=hg19	file421
>HGNC=31550&HUGO-Symbol=MIR181B1&HUGO-Name=microRNA_181b-1&LOCI=[chr1:198827992-198828121:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029612&GENOME=hg19	file420
>HGNC=32761&HUGO-Symbol=SNORD98&HUGO-Name=small_nucleolar_RNA,_C/D_box_98&LOCI=[chr10:70514919-70515005:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003076&GENOME=hg19	file427
>HGNC=31777&HUGO-Symbol=MIR340&HUGO-Name=microRNA_340&LOCI=[chr5:179442293-179442407:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029885&GENOME=hg19	file426
>NAME=TRNAValAAC&LOCI=[chr6:27618707-27618779:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA139-ValAAC&GENOME=hg19	file425
>HGNC=32079&HUGO-Symbol=MIR146B&HUGO-Name=microRNA_146b&LOCI=[chr10:104196259-104196351:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030169&GENOME=hg19	file424
>HGNC=31482&HUGO-Symbol=MIRLET7E&HUGO-Name=microRNA_let-7e&LOCI=[chr19:52196029-52196127:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029482&GENOME=hg19	file9
>HGNC=31498&HUGO-Symbol=MIR10B&HUGO-Name=microRNA_10b&LOCI=[chr2:177015021-177015150:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029609&GENOME=hg19	file8
>NAME=TRNACysGCA&LOCI=[chr7:149388272-149388343:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr7.tRNA16-CysGCA&GENOME=hg19	file320
>NAME=TRNALysTTT&LOCI=[chr14:74055529-74055601:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr14.tRNA12-LysTTT&GENOME=hg19	file321
>NAME=TRNASerTGA&LOCI=[chr6:27473607-27473688:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA148-SerTGA&GENOME=hg19	file322
>HGNC=33072&HUGO-Symbol=SNORD116-6&HUGO-Name=small_nucleolar_RNA,_C/D_box_116-6&LOCI=[chr15:25310162-25310279:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003321&GENOME=hg19	file323
>NAME=TRNACysGCA&LOCI=[chr7:149112229-149112300:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr7.tRNA21-CysGCA&GENOME=hg19	file324
>HGNC=32881&HUGO-Symbol=MIR625&HUGO-Name=microRNA_625&LOCI=[chr14:65937810-65937914:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030355&GENOME=hg19	file325
>HGNC=31640&HUGO-Symbol=MIR7-3&HUGO-Name=microRNA_7-3&LOCI=[chr19:4770672-4770801:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029607&GENOME=hg19	file326
>NAME=TRNAAlaTGC&LOCI=[chr6:28785012-28785083:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA104-AlaTGC&GENOME=hg19	file327
>NAME=TRNASerGCT&LOCI=[chr6:27265775-27265856:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA43-SerGCT&GENOME=hg19	file328
>HGNC=38275&HUGO-Symbol=MIR3130-1&HUGO-Name=microRNA_3130-1&LOCI=[chr2:207647948-207648042:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036077&GENOME=hg19	file329
>NAME=TRNAThrAGT&LOCI=[chr6:27652474-27652547:strand=-&chr6:26533145-26533218:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA135-ThrAGT&GENOME=hg19	file505
>NAME=TRNAValTAC&LOCI=[chr6:27258405-27258477:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA40-ValTAC&GENOME=hg19	file553
>NAME=TRNAPheGAA&LOCI=[chr6:79668010-79668082:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA88-PheGAA&GENOME=hg19	file552
>HGNC=31783&HUGO-Symbol=MIR369&HUGO-Name=microRNA_369&LOCI=[chr14:101531925-101532014:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029862&GENOME=hg19	file498
>HGNC=31524&HUGO-Symbol=MIR138-1&HUGO-Name=microRNA_138-1&LOCI=[chr3:44155694-44155812:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029700&GENOME=hg19	file499
>HGNC=41671&HUGO-Symbol=MIR378E&HUGO-Name=microRNA_378e&LOCI=[chr5:169455482-169455580:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039609&GENOME=hg19	file557
>HGNC=31882&HUGO-Symbol=MIR425&HUGO-Name=microRNA_425&LOCI=[chr3:49057571-49057677:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029948&GENOME=hg19	file556
>HGNC=30356&HUGO-Symbol=SNORD38B&HUGO-Name=small_nucleolar_RNA,_C/D_box_38B&LOCI=[chr1:45244052-45244140:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_001457&GENOME=hg19	file555
>HGNC=32143&HUGO-Symbol=MIR506&HUGO-Name=microRNA_506&LOCI=[chrX:146312228-146312371:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030233&GENOME=hg19	file554
>HGNC=32703&HUGO-Symbol=SNORD6&HUGO-Name=small_nucleolar_RNA,_C/D_box_6&LOCI=[chr11:93464659-93464749:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003036&GENOME=hg19	file492
>NAME=TRNALysCTT&LOCI=[chr18:43669271-43669343:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr18.tRNA4-LysCTT&GENOME=hg19	file493
>NAME=TRNACysGCA&LOCI=[chr3:131947944-131948015:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr3.tRNA7-CysGCA&GENOME=hg19	file490
>HGNC=31615&HUGO-Symbol=MIR28&HUGO-Name=microRNA_28&LOCI=[chr3:188406559-188406664:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029502&GENOME=hg19	file491
>HGNC=31496&HUGO-Symbol=MIR107&HUGO-Name=microRNA_107&LOCI=[chr10:91352494-91352594:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029524&GENOME=hg19	file496
>NAME=TRNAGluTTC&LOCI=[chr2:131094701-131094772:strand=-&chr13:41634874-41634945:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr13.tRNA5-GluTTC&GENOME=hg19	file497
>NAME=TRNAThrCGT&LOCI=[chr17:29877093-29877164:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr17.tRNA14-ThrCGT&GENOME=hg19	file494
>NAME=TRNAAlaCGC&LOCI=[chr6:28697092-28697163:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA70-AlaCGC&GENOME=hg19	file495
>NAME=TRNAArgACG&LOCI=[chr6:27182952-27183024:strand=+&chr6:27181623-27181695:strand=-&chr6:27638344-27638416:strand=-&chr3:45730491-45730563:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr3.tRNA11-ArgACG&GENOME=hg19	file395
>HGNC=33675&HUGO-Symbol=MIR509-3&HUGO-Name=microRNA_509-3&LOCI=[chrX:146341160-146341254:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030629&GENOME=hg19	file394
>HGNC=31565&HUGO-Symbol=MIR194-2&HUGO-Name=microRNA_194-2&LOCI=[chr11:64658817-64658921:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029829&GENOME=hg19	file397
>NAME=TRNAGluTTC&LOCI=[chr1:17199078-17199149:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA5-GluTTC&GENOME=hg19	file396
>NAME=TRNATrpCCA&LOCI=[chr6:26319330-26319401:strand=-&chr6:26331672-26331743:strand=-&chr17:8089676-8089747:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr17.tRNA6-TrpCCA&GENOME=hg19	file258
>NAME=TRNATrpCCA&LOCI=[chr12:98898030-98898101:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr12.tRNA6-TrpCCA&GENOME=hg19	file259
>NAME=TRNAAlaCGC&LOCI=[chr6:28663709-28663780:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA117-AlaCGC&GENOME=hg19	file393
>HGNC=31646&HUGO-Symbol=MIR9-3&HUGO-Name=microRNA_9-3&LOCI=[chr15:89911238-89911347:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029692&GENOME=hg19	file392
>HGNC=31650&HUGO-Symbol=MIR99A&HUGO-Name=microRNA_99a&LOCI=[chr21:17911399-17911499:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029514&GENOME=hg19	file254
>HGNC=32920&HUGO-Symbol=MIR92B&HUGO-Name=microRNA_92b&LOCI=[chr1:155164958-155165073:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030281&GENOME=hg19	file255
>NAME=TRNALeuCAA&LOCI=[chr1:249168054-249168159:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA58-LeuCAA&GENOME=hg19	file256
>NAME=TRNASerTGA&LOCI=[chr10:69524261-69524342:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr10.tRNA2-SerTGA&GENOME=hg19	file257
>NAME=TRNAProAGG&LOCI=[chr16:3202609-3202680:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr16.tRNA33-ProAGG&GENOME=hg19	file250
>NAME=TRNAProTGG&LOCI=[chr16:3220961-3221031:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr16.tRNA31-ProTGG&GENOME=hg19	file251
>HGNC=38922&HUGO-Symbol=MIR3605&HUGO-Name=microRNA_3605&LOCI=[chr1:33797984-33798103:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_037400&GENOME=hg19	file252
>HGNC=38363&HUGO-Symbol=MIR3130-2&HUGO-Name=microRNA_3130-2&LOCI=[chr2:207647948-207648042:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036078&GENOME=hg19	file253
>HGNC=31573&HUGO-Symbol=MIR199B&HUGO-Name=microRNA_199b&LOCI=[chr9:131006990-131007119:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029619&GENOME=hg19	file598
>HGNC=31766&HUGO-Symbol=MIR323&HUGO-Name=microRNA_323&LOCI=[chr14:101492059-101492164:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029890&GENOME=hg19	file171
>HGNC=32628&HUGO-Symbol=SNORA36A&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_36A&LOCI=[chrX:153996793-153996944:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002969&GENOME=hg19	file170
>HGNC=33934&HUGO-Symbol=MIR513C&HUGO-Name=microRNA_513c&LOCI=[chrX:146271212-146271315:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031709&GENOME=hg19	file173
>HGNC=33663&HUGO-Symbol=MIR873&HUGO-Name=microRNA_873&LOCI=[chr9:28888867-28888963:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030618&GENOME=hg19	file172
>NAME=TRNAGlnCTG&LOCI=[chr1:145379320-145379391:strand=-&chr1:144839436-144839507:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA120-GlnCTG&GENOME=hg19	file175
>NAME=TRNAMetCAT&LOCI=[chr6:26766444-26766516:strand=+&chr6:26758550-26758622:strand=-&chr6:26735574-26735646:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA27-MetCAT&GENOME=hg19	file174
>NAME=TRNAIleAAT&LOCI=[chr6:26721221-26721294:strand=-&chr6:26780832-26780905:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA28-IleAAT&GENOME=hg19	file177
>NAME=TRNATyrGTA&LOCI=[chr6:26577332-26577420:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA16-TyrGTA&GENOME=hg19	file176
>NAME=TRNAGlnTTG&LOCI=[chr2:132143133-132143204:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr2.tRNA11-GlnTTG&GENOME=hg19	file179
>NAME=TRNAArgTCT&LOCI=[chr17:8024243-8024330:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr17.tRNA4-ArgTCT&GENOME=hg19	file178
>NAME=TRNAGlnTTG&LOCI=[chr17:19506587-19506658:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr17.tRNA33-GlnTTG&GENOME=hg19	file515
>NAME=TRNAIleTAT&LOCI=[chr6:28505367-28505460:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA63-IleTAT&GENOME=hg19	file523
>NAME=TRNAValTAC&LOCI=[chr10:5895674-5895746:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr10.tRNA6-ValTAC&GENOME=hg19	file514
>HGNC=32083&HUGO-Symbol=MIR432&HUGO-Name=microRNA_432&LOCI=[chr14:101350810-101350923:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030173&GENOME=hg19	file513
>HGNC=31499&HUGO-Symbol=MIR1-1&HUGO-Name=microRNA_1-1&LOCI=[chr20:61151503-61151593:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029780&GENOME=hg19	file512
>HGNC=31762&HUGO-Symbol=MIR151&HUGO-Name=microRNA_151&LOCI=[chr8:141742653-141742762:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029892&GENOME=hg19	file511
>NAME=TRNAUndet???&LOCI=[chr1:161390661-161390733:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA33-Undet???&GENOME=hg19	file510
>HGNC=31880&HUGO-Symbol=MIR423&HUGO-Name=microRNA_423&LOCI=[chr17:28444087-28444200:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029945&GENOME=hg19	file522
>NAME=TRNACysGCA&LOCI=[chr7:149072850-149072921:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr7.tRNA23-CysGCA&GENOME=hg19	file528
>NAME=TRNALysCTT&LOCI=[chr16:3214939-3215011:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr16.tRNA5-LysCTT&GENOME=hg19	file529
>HGNC=31879&HUGO-Symbol=MIR422A&HUGO-Name=microRNA_422a&LOCI=[chr15:64163119-64163228:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029944&GENOME=hg19	file474
>HGNC=35387&HUGO-Symbol=MIR320C2&HUGO-Name=microRNA_320c-2&LOCI=[chr18:21901640-21901709:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031724&GENOME=hg19	file475
>NAME=TRNACysGCA&LOCI=[chr17:37025545-37025616:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr17.tRNA28-CysGCA&GENOME=hg19	file476
>NAME=TRNAPheGAA&LOCI=[chr1:149672905-149672976:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA92-PheGAA&GENOME=hg19	file477
>NAME=TRNAGlnCTG&LOCI=[chr6:27759135-27759206:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA131-GlnCTG&GENOME=hg19	file470
>NAME=TRNAGluCTC&LOCI=[chr1:249168447-249168518:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA59-GluCTC&GENOME=hg19	file471
>NAME=TRNAPheGAA&LOCI=[chr6:28731374-28731447:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA112-PheGAA&GENOME=hg19	file472
>HGNC=32744&HUGO-Symbol=SNORD85&HUGO-Name=small_nucleolar_RNA,_C/D_box_85&LOCI=[chr1:31441000-31441094:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003066&GENOME=hg19	file473
>NAME=TRNAGluCTC&LOCI=[chr18:43299751-43299822:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr18.tRNA1-GluCTC&GENOME=hg19	file478
>NAME=TRNAGlyCCC&LOCI=[chr17:19764175-19764245:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr17.tRNA13-GlyCCC&GENOME=hg19	file479
>HGNC=31501&HUGO-Symbol=MIR122&HUGO-Name=microRNA_122&LOCI=[chr18:56118296-56118400:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029667&GENOME=hg19	file579
>HGNC=41737&HUGO-Symbol=MIR4497&HUGO-Name=microRNA_4497&LOCI=[chr12:110271143-110271251:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039718&GENOME=hg19	file578
>HGNC=31612&HUGO-Symbol=MIR26B&HUGO-Name=microRNA_26b&LOCI=[chr2:219267359-219267455:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029500&GENOME=hg19	file607
>NAME=TRNAGlnCTG&LOCI=[chr1:147737382-147737453:strand=-&chr1:149186125-149186196:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA28-GlnCTG&GENOME=hg19	file606
>HGNC=31601&HUGO-Symbol=MIR221&HUGO-Name=microRNA_221&LOCI=[chrX:45605575-45605704:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029635&GENOME=hg19	file605
>NAME=TRNAValCAC&LOCI=[chr6:27696327-27696399:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA133-ValCAC&GENOME=hg19	file604
>NAME=TRNAMetCAT&LOCI=[chr16:71460396-71460468:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr16.tRNA20-MetCAT&GENOME=hg19	file603
>HGNC=33665&HUGO-Symbol=MIR374B&HUGO-Name=microRNA_374b&LOCI=[chrX:73438372-73438463:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030620&GENOME=hg19	file602
>HGNC=32793&HUGO-Symbol=MIR421&HUGO-Name=microRNA_421&LOCI=[chrX:73438202-73438306:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030398&GENOME=hg19	file601
>HGNC=38188&HUGO-Symbol=MIR3128&HUGO-Name=microRNA_3128&LOCI=[chr2:178120663-178120748:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036075&GENOME=hg19	file600
>HGNC=38288&HUGO-Symbol=MIR3164&HUGO-Name=microRNA_3164&LOCI=[chr11:68850634-68850736:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036122&GENOME=hg19	file609
>NAME=TRNAArgTCG&LOCI=[chr6:26299905-26299977:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA3-ArgTCG&GENOME=hg19	file608
>NAME=TRNAValCAC&LOCI=[chr1:149684088-149684161:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA90-ValCAC&GENOME=hg19	file210
