sequence	filename
>NAME=TRNALysCTT&LOCI=[chr16:3230555-3230627:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr16.tRNA30-LysCTT&GENOME=hg19	file703
>HGNC=38209&HUGO-Symbol=MIR3163&HUGO-Name=microRNA_3163&LOCI=[chr11:66701895-66701987:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036121&GENOME=hg19	file469
>NAME=TRNALysCTT&LOCI=[chr5:26198539-26198611:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr5.tRNA24-LysCTT&GENOME=hg19	file398
>HGNC=31615&HUGO-Symbol=MIR28&HUGO-Name=microRNA_28&LOCI=[chr3:188406559-188406664:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029502&GENOME=hg19	file781
>HGNC=37310&HUGO-Symbol=MIR2116&HUGO-Name=microRNA_2116&LOCI=[chr15:59463372-59463471:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031750&GENOME=hg19	file560
>HGNC=31643&HUGO-Symbol=MIR92A1&HUGO-Name=microRNA_92a-1&LOCI=[chr13:92003558-92003655:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029508&GENOME=hg19	file711
>NAME=TRNALysTTT&LOCI=[chr6:27559593-27559665:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA143-LysTTT&GENOME=hg19	file561
>HGNC=41853&HUGO-Symbol=MIR4500&HUGO-Name=microRNA_4500&LOCI=[chr13:88270910-88271005:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039722&GENOME=hg19	file710
>HGNC=31616&HUGO-Symbol=MIR29A&HUGO-Name=microRNA_29a&LOCI=[chr7:130561496-130561579:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029503&GENOME=hg19	file567
>NAME=TRNAGlnTTG&LOCI=[chr2:132143133-132143204:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr2.tRNA11-GlnTTG&GENOME=hg19	file701
>HGNC=31779&HUGO-Symbol=MIR345&HUGO-Name=microRNA_345&LOCI=[chr14:100774186-100774303:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029906&GENOME=hg19	file714
>HGNC=37499&HUGO-Symbol=RNU1-6&HUGO-Name=RNA,_U1_small_nuclear_6&LOCI=[chr1:145969260-145969443:strand=-&chr1:147510994-147511177:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030723&GENOME=hg19&MERGED=[HGNC=37500]	file966
>HGNC=41827&HUGO-Symbol=MIR4747&HUGO-Name=microRNA_4747&LOCI=[chr19:4932689-4932762:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039902&GENOME=hg19	file967
>HGNC=35276&HUGO-Symbol=MIR548J&HUGO-Name=microRNA_548j&LOCI=[chr22:26951168-26951299:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031615&GENOME=hg19	file964
>HGNC=32723&HUGO-Symbol=SNORD59B&HUGO-Name=small_nucleolar_RNA,_C/D_box_59B&LOCI=[chr12:57037454-57037548:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003046&GENOME=hg19	file965
>NAME=TRNAProCGG&LOCI=[chr1:167683962-167684033:strand=+&chr17:8126151-8126222:strand=-&chr16:3222049-3222120:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr16.tRNA6-ProCGG&GENOME=hg19	file849
>HGNC=20159&HUGO-Symbol=SNORD8&HUGO-Name=small_nucleolar_RNA,_C/D_box_8&LOCI=[chr14:21865442-21865570:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002916&GENOME=hg19	file848
>HGNC=31612&HUGO-Symbol=MIR26B&HUGO-Name=microRNA_26b&LOCI=[chr2:219267359-219267455:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029500&GENOME=hg19	file960
>NAME=TRNAIleAAT&LOCI=[chr6:27251864-27251937:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA39-IleAAT&GENOME=hg19	file551
>HGNC=31547&HUGO-Symbol=MIR17&HUGO-Name=microRNA_17&LOCI=[chr13:92002849-92002952:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029487&GENOME=hg19	file845
>HGNC=31497&HUGO-Symbol=MIR10A&HUGO-Name=microRNA_10a&LOCI=[chr17:46657190-46657319:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029608&GENOME=hg19	file844
>NAME=TRNALeuAAG&LOCI=[chr3:148221228-148221309:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr3.tRNA5-LeuAAG&GENOME=hg19	file847
>NAME=TRNAGlyTCC&LOCI=[chr1:161409961-161410032:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA82-GlyTCC&GENOME=hg19	file846
>HGNC=41611&HUGO-Symbol=MIR5096&HUGO-Name=microRNA_5096&LOCI=[chr4:79741896-79741985:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039973&GENOME=hg19	file841
>NAME=TRNALeuCAA&LOCI=[chr11:9296790-9296863:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr11.tRNA1-LeuCAA&GENOME=hg19	file840
>HGNC=38328&HUGO-Symbol=MIR2355&HUGO-Name=microRNA_2355&LOCI=[chr2:207974701-207974807:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036227&GENOME=hg19	file843
>HGNC=10105&HUGO-Symbol=SNORD12C&HUGO-Name=small_nucleolar_RNA,_C/D_box_12C&LOCI=[chr20:47895472-47895570:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002433&GENOME=hg19	file842
>NAME=TRNAGlnTTG&LOCI=[chr13:36639747-36639818:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr13.tRNA6-GlnTTG&GENOME=hg19	file719
>HGNC=10187&HUGO-Symbol=SNORD47&HUGO-Name=small_nucleolar_RNA,_C/D_box_47&LOCI=[chr1:173833498-173833582:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002746&GENOME=hg19	file718
>HGNC=32089&HUGO-Symbol=MIR181D&HUGO-Name=microRNA_181d&LOCI=[chr19:13985679-13985835:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030179&GENOME=hg19	file866
>NAME=TRNAArgTCT&LOCI=[chr6:27529963-27530049:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA52-ArgTCT&GENOME=hg19	file203
>NAME=TRNAPheGAA&LOCI=[chr11:59333853-59333925:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr11.tRNA13-PheGAA&GENOME=hg19	file202
>HGNC=35307&HUGO-Symbol=MIR548F3&HUGO-Name=microRNA_548f-3&LOCI=[chr5:109849520-109849626:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031644&GENOME=hg19	file201
>HGNC=28008&HUGO-Symbol=MIR450A1&HUGO-Name=microRNA_450a-1&LOCI=[chrX:133674361-133674471:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029962&GENOME=hg19	file200
>HGNC=41678&HUGO-Symbol=MIR4427&HUGO-Name=microRNA_4427&LOCI=[chr1:233759888-233759975:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039625&GENOME=hg19	file207
>NAME=TRNALeuAAG&LOCI=[chr20:48952342-48952423:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr20.tRNA6-LeuAAG&GENOME=hg19	file206
>NAME=TRNALeuCAA&LOCI=[chr1:161581736-161581819:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA66-LeuCAA&GENOME=hg19	file205
>HGNC=31491&HUGO-Symbol=MIR103A2&HUGO-Name=microRNA_103a-2&LOCI=[chr20:3898131-3898228:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029519&GENOME=hg19	file204
>NAME=TRNAGlyTCC&LOCI=[chr19:4724082-4724153:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr19.tRNA2-GlyTCC&GENOME=hg19	file562
>NAME=TRNAProTGG&LOCI=[chr11:75946869-75946940:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr11.tRNA12-ProTGG&GENOME=hg19	file563
>NAME=TRNAAlaAGC&LOCI=[chr6:58142589-58142661:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA94-AlaAGC&GENOME=hg19	file209
>NAME=TRNAGlyCCC&LOCI=[chr1:149680210-149680280:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA91-GlyCCC&GENOME=hg19	file208
>HGNC=38279&HUGO-Symbol=MIR3158-2&HUGO-Name=microRNA_3158-2&LOCI=[chr10:103361164-103361264:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036115&GENOME=hg19	file566
>NAME=TRNALysTTT&LOCI=[chr12:27843306-27843378:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr12.tRNA1-LysTTT&GENOME=hg19	file238
>HGNC=38227&HUGO-Symbol=MIR3200&HUGO-Name=microRNA_3200&LOCI=[chr22:31127534-31127638:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036171&GENOME=hg19	file564
>NAME=TRNALysCTT&LOCI=[chr16:3246153-3246225:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr16.tRNA13-LysCTT&GENOME=hg19	file565
>HGNC=38335&HUGO-Symbol=MIR3165&HUGO-Name=microRNA_3165&LOCI=[chr11:71783264-71783358:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036123&GENOME=hg19	file330
>HGNC=35327&HUGO-Symbol=MIR1261&HUGO-Name=microRNA_1261&LOCI=[chr11:90602279-90602380:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031663&GENOME=hg19	file368
>NAME=TRNAGluCTC&LOCI=[chr6:28949976-28950047:strand=+&chr1:161417018-161417089:strand=-&chr1:161439189-161439260:strand=-&chr1:145399233-145399304:strand=-&chr1:161424398-161424469:strand=-&chr6:126101393-126101464:strand=-&chr1:161431809-161431880:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA71-GluCTC&GENOME=hg19	file369
>HGNC=38259&HUGO-Symbol=MIR3121&HUGO-Name=microRNA_3121&LOCI=[chr1:180407439-180407535:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036067&GENOME=hg19	file915
>HGNC=41579&HUGO-Symbol=MIR4429&HUGO-Name=microRNA_4429&LOCI=[chr2:11680721-11680813:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039627&GENOME=hg19	file364
>NAME=TRNASerGCT&LOCI=[chr6:26305718-26305801:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA175-SerGCT&GENOME=hg19	file365
>HGNC=41536&HUGO-Symbol=MIR4455&HUGO-Name=microRNA_4455&LOCI=[chr4:185859527-185859604:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039660&GENOME=hg19	file366
>HGNC=35356&HUGO-Symbol=MIR1278&HUGO-Name=microRNA_1278&LOCI=[chr1:193105623-193105723:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031691&GENOME=hg19	file367
>HGNC=38934&HUGO-Symbol=MIR3622A&HUGO-Name=microRNA_3622a&LOCI=[chr8:27559184-27559286:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_037417&GENOME=hg19	file360
>HGNC=10226&HUGO-Symbol=SNORA69&HUGO-Name=small_nucleolar_RNA,_H/ACA_box_69&LOCI=[chrX:118921306-118921457:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002584&GENOME=hg19	file361
>HGNC=41833&HUGO-Symbol=MIR4470&HUGO-Name=microRNA_4470&LOCI=[chr8:62627337-62627428:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039680&GENOME=hg19	file362
>HGNC=31620&HUGO-Symbol=MIR29B2&HUGO-Name=microRNA_29b-2&LOCI=[chr1:207975778-207975878:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029518&GENOME=hg19	file363
>HGNC=31478&HUGO-Symbol=MIRLET7A3&HUGO-Name=microRNA_let-7a-3&LOCI=[chr22:46508619-46508712:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029478&GENOME=hg19	file898
>HGNC=41797&HUGO-Symbol=MIR378D2&HUGO-Name=microRNA_378d-2&LOCI=[chr8:94928240-94928357:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039602&GENOME=hg19	file899
>NAME=TRNAGlyTCC&LOCI=[chr18:55346177-55346248:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr18.tRNA3-GlyTCC&GENOME=hg19	file739
>NAME=TRNAGluTTC&LOCI=[chr2:75124046-75124114:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr2.tRNA6-GluTTC&GENOME=hg19	file40
>NAME=TRNAGluCTC&LOCI=[chr2:96217194-96217265:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr2.tRNA24-GluCTC&GENOME=hg19	file41
>HGNC=35364&HUGO-Symbol=MIR1292&HUGO-Name=microRNA_1292&LOCI=[chr20:2633413-2633498:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031699&GENOME=hg19	file42
>HGNC=41733&HUGO-Symbol=MIR1273F&HUGO-Name=microRNA_1273f&LOCI=[chr1:53394336-53394454:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039971&GENOME=hg19	file43
>HGNC=38186&HUGO-Symbol=MIR4286&HUGO-Name=microRNA_4286&LOCI=[chr8:10524478-10524590:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036248&GENOME=hg19	file44
>HGNC=32087&HUGO-Symbol=MIR193B&HUGO-Name=microRNA_193b&LOCI=[chr16:14397814-14397916:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030177&GENOME=hg19	file45
>HGNC=31627&HUGO-Symbol=MIR30C2&HUGO-Name=microRNA_30c-2&LOCI=[chr6:72086653-72086744:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029598&GENOME=hg19	file46
>NAME=TRNAAlaAGC&LOCI=[chr6:28831462-28831533:strand=-&chr6:28806221-28806292:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA101-AlaAGC&GENOME=hg19	file47
>HGNC=33571&HUGO-Symbol=SNORD11B&HUGO-Name=small_nucleolar_RNA,_C/D_box_11B&LOCI=[chr2:203156040-203156154:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION-ID=NR_003694&GENOME=hg19	file48
>HGNC=35388&HUGO-Symbol=MIR320D2&HUGO-Name=microRNA_320d-2&LOCI=[chrX:140008327-140008394:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031725&GENOME=hg19	file49
>NAME=TRNAArgCCT&LOCI=[chr1:149728271-149728341:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA88-ArgCCT&GENOME=hg19	file230
>HGNC=41628&HUGO-Symbol=MIR4485&HUGO-Name=microRNA_4485&LOCI=[chr11:10529807-10529883:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039705&GENOME=hg19	file768
>HGNC=32736&HUGO-Symbol=SNORD76&HUGO-Name=small_nucleolar_RNA,_C/D_box_76&LOCI=[chr1:173835763-173835863:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003942&GENOME=hg19	file231
>HGNC=31635&HUGO-Symbol=MIR34A&HUGO-Name=microRNA_34a&LOCI=[chr1:9211717-9211846:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029610&GENOME=hg19	file769
>NAME=TRNASerTGA&LOCI=[chr6:26312824-26312905:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA172-SerTGA&GENOME=hg19	file892
>HGNC=31607&HUGO-Symbol=MIR24-1&HUGO-Name=microRNA_24-1&LOCI=[chr9:97848293-97848380:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029496&GENOME=hg19	file893
>NAME=TRNAGlyCCC&LOCI=[chr1:17004766-17004836:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA131-GlyCCC&GENOME=hg19	file108
>NAME=TRNAAlaAGC&LOCI=[chr6:26751918-26751990:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA25-AlaAGC&GENOME=hg19	file109
>NAME=TRNACysGCA&LOCI=[chr7:149074601-149074672:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr7.tRNA22-CysGCA&GENOME=hg19	file890
>NAME=TRNAIleAAT&LOCI=[chr17:8130309-8130382:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr17.tRNA34-IleAAT&GENOME=hg19	file519
>HGNC=41870&HUGO-Symbol=MIR550A3&HUGO-Name=microRNA_550a-3&LOCI=[chr7:29720340-29720454:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039600&GENOME=hg19	file518
>HGNC=12656&HUGO-Symbol=VTRNA1-3&HUGO-Name=vault_RNA_1-3&LOCI=[chr5:140105734-140105841:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_026705&GENOME=hg19	file100
>HGNC=32802&HUGO-Symbol=MIR548D2&HUGO-Name=microRNA_548d-2&LOCI=[chr17:65467595-65467711:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030385&GENOME=hg19	file101
>NAME=TRNAProTGG&LOCI=[chr16:3234133-3234204:strand=-&chr16:3238094-3238165:strand=+&chr16:3208923-3208994:strand=+&chr14:21152175-21152246:strand=+&chr5:180615854-180615925:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr16.tRNA3-ProTGG&GENOME=hg19	file102
>HGNC=32753&HUGO-Symbol=SNORD91B&HUGO-Name=small_nucleolar_RNA,_C/D_box_91B&LOCI=[chr17:2232409-2232514:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003073&GENOME=hg19	file103
>HGNC=32756&HUGO-Symbol=SNORD94&HUGO-Name=small_nucleolar_RNA,_C/D_box_94&LOCI=[chr2:86362983-86363139:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_004378&GENOME=hg19	file104
>NAME=TRNAAlaAGC&LOCI=[chr6:28779849-28779920:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA105-AlaAGC&GENOME=hg19	file105
>HGNC=31639&HUGO-Symbol=MIR7-2&HUGO-Name=microRNA_7-2&LOCI=[chr15:89155046-89155175:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029606&GENOME=hg19	file106
>HGNC=32840&HUGO-Symbol=MIR584&HUGO-Name=microRNA_584&LOCI=[chr5:148441866-148441982:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030310&GENOME=hg19	file107
>HGNC=31556&HUGO-Symbol=MIR185&HUGO-Name=microRNA_185&LOCI=[chr22:20020652-20020753:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029706&GENOME=hg19	file298
>HGNC=32795&HUGO-Symbol=MIR532&HUGO-Name=microRNA_532&LOCI=[chrX:49767744-49767854:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030241&GENOME=hg19	file299
>HGNC=31580&HUGO-Symbol=MIR200C&HUGO-Name=microRNA_200c&LOCI=[chr12:7072852-7072939:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029779&GENOME=hg19	file835
>HGNC=41551&HUGO-Symbol=MIR4459&HUGO-Name=microRNA_4459&LOCI=[chr5:53371338-53371423:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039664&GENOME=hg19	file290
>HGNC=10151&HUGO-Symbol=SNORD29&HUGO-Name=small_nucleolar_RNA,_C/D_box_29&LOCI=[chr11:62621366-62621450:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_002559&GENOME=hg19	file291
>HGNC=31625&HUGO-Symbol=MIR30B&HUGO-Name=microRNA_30b&LOCI=[chr8:135812753-135812860:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029666&GENOME=hg19	file292
>HGNC=34265&HUGO-Symbol=RNU6-21&HUGO-Name=RNA,_U6_small_nuclear_21&LOCI=[chr16:62221434-62221560:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_028369&GENOME=hg19	file293
>NAME=TRNAThrTGT&LOCI=[chr14:21081949-21082021:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr14.tRNA21-ThrTGT&GENOME=hg19	file294
>HGNC=23027&HUGO-Symbol=VTRNA3-1P&HUGO-Name=vault_RNA_3-1,_pseudogene&LOCI=[chrX:53489141-53489261:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NG_007501&GENOME=hg19	file295
>HGNC=35339&HUGO-Symbol=MIR1272&HUGO-Name=microRNA_1272&LOCI=[chr15:65054576-65054724:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031674&GENOME=hg19	file296
>HGNC=31619&HUGO-Symbol=MIR29B1&HUGO-Name=microRNA_29b-1&LOCI=[chr7:130562208-130562308:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029517&GENOME=hg19	file297
>HGNC=31803&HUGO-Symbol=SNORD14B&HUGO-Name=small_nucleolar_RNA,_C/D_box_14B&LOCI=[chr11:17097315-17097425:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_001452&GENOME=hg19	file193
>HGNC=38271&HUGO-Symbol=MIR3162&HUGO-Name=microRNA_3162&LOCI=[chr11:59362540-59362641:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036120&GENOME=hg19	file192
>HGNC=41821&HUGO-Symbol=MIR4474&HUGO-Name=microRNA_4474&LOCI=[chr9:20502253-20502350:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039685&GENOME=hg19	file191
>HGNC=34286&HUGO-Symbol=RNU6-42&HUGO-Name=RNA,_U6_small_nuclear_42&LOCI=[chr3:196511841-196511967:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_028373&GENOME=hg19	file190
>NAME=TRNATyrGTA&LOCI=[chr14:21128117-21128210:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr14.tRNA17-TyrGTA&GENOME=hg19	file197
>HGNC=38350&HUGO-Symbol=MIR4306&HUGO-Name=microRNA_4306&LOCI=[chr13:100295303-100295413:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036191&GENOME=hg19	file196
>NAME=TRNAGlnTTG&LOCI=[chr2:131029911-131029982:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr2.tRNA22-GlnTTG&GENOME=hg19	file195
>NAME=TRNAIleAAT&LOCI=[chr6:27636362-27636435:strand=+]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA57-IleAAT&GENOME=hg19	file194
>HGNC=41553&HUGO-Symbol=MIR4454&HUGO-Name=microRNA_4454&LOCI=[chr4:164014716-164014790:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039659&GENOME=hg19	file199
>HGNC=35334&HUGO-Symbol=MIR1266&HUGO-Name=microRNA_1266&LOCI=[chr15:52569304-52569407:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031670&GENOME=hg19	file198
>NAME=TRNAValTAC&LOCI=[chrX:18693029-18693101:strand=-&chr11:59318102-59318174:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chrX.tRNA4-ValTAC&GENOME=hg19	file836
>HGNC=31551&HUGO-Symbol=MIR181B2&HUGO-Name=microRNA_181b-2&LOCI=[chr9:127455979-127456087:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029782&GENOME=hg19	file1
>NAME=TRNAGlnCTG&LOCI=[chr6:27759135-27759206:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA131-GlnCTG&GENOME=hg19	file742
>NAME=TRNAPheGAA&LOCI=[chr6:28731374-28731447:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr6.tRNA112-PheGAA&GENOME=hg19	file743
>HGNC=32755&HUGO-Symbol=SNORD93&HUGO-Name=small_nucleolar_RNA,_C/D_box_93&LOCI=[chr7:22896222-22896315:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003075&GENOME=hg19	file740
>HGNC=38196&HUGO-Symbol=MIR3158-1&HUGO-Name=microRNA_3158-1&LOCI=[chr10:103361164-103361264:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_036114&GENOME=hg19	file741
>HGNC=33678&HUGO-Symbol=MIR935&HUGO-Name=microRNA_935&LOCI=[chr19:54485551-54485661:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030632&GENOME=hg19	file746
>HGNC=31553&HUGO-Symbol=MIR182&HUGO-Name=microRNA_182&LOCI=[chr7:129410213-129410342:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029614&GENOME=hg19	file747
>HGNC=41744&HUGO-Symbol=MIR378H&HUGO-Name=microRNA_378h&LOCI=[chr5:154209008-154209110:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_039667&GENOME=hg19	file744
>HGNC=38947&HUGO-Symbol=MIR3936&HUGO-Name=microRNA_3936&LOCI=[chr5:131701172-131701301:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_037500&GENOME=hg19	file745
>HGNC=31879&HUGO-Symbol=MIR422A&HUGO-Name=microRNA_422a&LOCI=[chr15:64163119-64163228:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029944&GENOME=hg19	file748
>HGNC=35387&HUGO-Symbol=MIR320C2&HUGO-Name=microRNA_320c-2&LOCI=[chr18:21901640-21901709:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031724&GENOME=hg19	file749
>NAME=TRNAPheGAA&LOCI=[chr1:149287359-149287430:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA100-PheGAA&GENOME=hg19	file584
>HGNC=35321&HUGO-Symbol=MIR1256&HUGO-Name=microRNA_1256&LOCI=[chr1:21314797-21314935:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031657&GENOME=hg19	file585
>HGNC=35312&HUGO-Symbol=MIR1246&HUGO-Name=microRNA_1246&LOCI=[chr2:177465698-177465790:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_031648&GENOME=hg19	file429
>HGNC=31631&HUGO-Symbol=MIR32&HUGO-Name=microRNA_32&LOCI=[chr9:111808499-111808588:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029506&GENOME=hg19	file428
>HGNC=32711&HUGO-Symbol=SNORD13&HUGO-Name=small_nucleolar_RNA,_C/D_box_13&LOCI=[chr8:33370982-33371106:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_003041&GENOME=hg19	file580
>HGNC=31559&HUGO-Symbol=MIR188&HUGO-Name=microRNA_188&LOCI=[chrX:49768099-49768204:strand=+]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_029708&GENOME=hg19	file581
>HGNC=32884&HUGO-Symbol=MIR628&HUGO-Name=microRNA_628&LOCI=[chr15:55665128-55665242:strand=-]&SOURCE=RefSeq&SOURCE-ACCESSION=NR_030358&GENOME=hg19	file582
>NAME=TRNAGlnCTG&LOCI=[chr1:146476760-146476831:strand=-]&SOURCE=UCSC&SOURCE-ACCESSION=chr1.tRNA114-GlnCTG&GENOME=hg19	file583
